video,summary
B0770.18,"Animals, including baboons and elephants, sit in trees in various locations such as the desert, savannah, and hills."
B0772.47,"Baboons are sitting in trees, on branches, and on the ground, often near other animals."
B0725.38,The animals are sitting on or in trees.
B0082.9,The baboons are sitting in and on the branches of a tree.
B0661.47,Baboons are sitting in trees.
B1042.7,"The animals are sitting or standing on various surfaces, including rocks and cliffs."
B0809.10,"The animals, including elephants, giraffes, baboons, and monkeys, are seen sitting, standing, climbing, and perching in trees in various environments, including forests, deserts, and savannahs."
B1057.16,Birds are perched on trees in front of rocks.
B0086.11,"The monkeys and baboons are sitting in trees, either in the wild or on branches."
B0780.5,"The animals, including monkeys, baboons, giraffes, lions, leopards, and cheetahs, sit in trees in various locations, including the wild, middle of the forest, and middle of the night."
B0961.9,"The baboons sit, sit on rocks, and walk on the ground."
B0294.2,"Animals are seen walking, standing, and lying on the ground, on dirt paths, roads, and in the desert."
B0706.5,The baboon is sitting on a tree branch.
B1013.36,Monkeys are sitting on top of rocks and cliffs.
B0745.28,"Baboons sit on tree branches in various locations, including the desert and savannah."
B0228.1,"The birds are walking, flying, and roaming across the desert."
B0533.4,The baboons and monkeys sit and stand on rocks and rocky hillside.
B0970.30,"Monkeys, birds, and other animals are climbing, perching, and sitting on cliffs and rock faces."
B0419.3,"The monkeys, birds, and eagles are sitting, perched, and growing in various locations, including rocks, trees, and ocean cliffs."
B1017.38,"Monkeys are sitting, standing, and perching on the rocks."
B0254.4,"The animals, including a monkey and other unnamed animals, walk on the ground, on dirt roads, and down dirt paths."
B0975.7,"The monkeys and baboons are climbing, sitting, and standing on top of cliffs and rocks."
B0946.21,"Monkeys and baboons are seen standing, drinking, and playing in or near water and on rocks."
B0194.2,Eagles and birds sit on rocks in the water.
B0384.11,"The monkeys and baboons are climbing up rock walls and trees, while the bears and koalas are sitting in trees."
B0638.57,"The baboons are sitting, sitting, sitting, hanging, and sitting in the trees."
B0689.42,"Wild animals, including baboons, monkeys, elephants, bears, and giraffes, sit, stand, and climb in trees."
B0901.5,"Monkeys, a mountain lion, and other animals are seen on or around the rocks."
B0936.1,"Baboons stand, sit, and climb on rocks and cliffs."
B0762.7,"The baboons are climbing, sitting, and standing in trees, while other animals like elephants, monkeys, and a zebra are also standing in or near trees."
B0717.38,Baboons sit on top of trees.
B0926.8,The baboons and monkeys are sitting and standing on the rocks.
B1038.46,Birds are seen sitting on various rock formations and walls.
B1026.26,Monkeys and a bear are sitting on top of rocks.
B0209.11,"Animals, including monkeys, baboons, and lizards, are walking on the ground."
B0989.2,Monkeys and baboons are standing and sitting on rocks and cliffs.
B0413.5,The monkeys are sitting and standing on top of the rocks.
B0899.9,"Animals sit, stand, and perch on rocks and in the water in the river."
B0565.5,"The animals, including baboons, monkeys, and a bear, are climbing, sitting, and standing on rocks and cliffs."
B0742.19,The animals are sitting in or on trees and on the ground.
B0907.11,"The baboons are standing, sitting, and walking on the rocks."
B0769.54,"Monkeys are sitting on, in, and next to trees, while an elephant is laying on the ground."
B0876.5,"The animals in the river are swimming, standing, and sitting on rocks, with various species such as elephants, monkeys, horses, dogs, fish, birds, and others engaging in these actions."
B0169.4,Monkeys are sitting on top of rocks.
B0575.2,"The animals are sitting, standing, and laying down on rocks, trees, and the ground throughout the forest."
B0081.11,"Monkeys and baboons are sitting in trees, on branches, and on the ground, eating and relaxing in various environments."
B0091.11,"The animals, including elephants, giraffes, lions, and a monkey, are sitting in trees."
B0999.58,"The animals are sitting or perched on cliffs, rocks, and edges, with various combinations of monkeys, birds, and a bear occupying these locations."
B0611.7,"The monkeys and baboons are climbing, sitting, and perching on rocks and cliffs."
B0712.16,The baboons sit on tree branches in both the wild and desert.
B1030.1,Monkeys sit and stand on rocks and cliffs.
B0939.20,"The animals, including monkeys, baboons, birds, and kangaroos, walk and sit on the rocks near the water."
B0595.8,"The animals are sitting, perched, and climbing on top of and alongside rocks."
B0637.29,"The birds, monkeys, and an elephant sit on top of trees, branches, and in the wild."
B0843.7,"The bears and birds are sitting on top of rocks in various locations, including the desert and forest."
B0164.2,"Animals, including monkeys, cats, bears, birds, and bats, are climbing, sitting, and standing on rocks in various locations, including mountains, deserts, and oceans."
B0663.45,The baboons are sitting on and in trees.
B0804.36,"The animals are sitting on or standing on various trees and hills, with monkeys, baboons, and leopards climbing trees, and giraffes standing on hills and trees."
B0761.25,The baboons are sitting in a tree.
B0267.10,"Monkeys, baboons, kangaroos, and birds are walking in the desert."
B0342.4,"Monkeys, baboons, birds, and kangaroos are walking across dirt roads, fields, and deserts."
B0740.31,"Baboons sit, sit, and sit some more in trees, both alone and with others."
B0767.25,Baboons are sitting on top of hills and trees.
B0616.7,Monkeys are climbing up rocks and cliffs.
B0220.8,"The kangaroos and other animals walk through the desert, some in groups, some in herds, and others on the ground."
B0881.3,The animals are sitting and standing on top of and on rocks in the water.
B0751.28,"The animals (elephants, giraffes, lions, leopards, and bears) are standing in trees."
B0778.45,"Baboons sit and sit in trees, branches, and brush, often in pairs."
B0770.57,"The monkeys and baboons are sitting in or on trees in various locations, including the wild, desert, and savannah."
B1011.27,The baboons and monkeys are standing and sitting on top of rocks and cliffs.
B0338.1,"The animals are sitting, standing, hiding, walking, and roaming in various environments, including the brush, fields, deserts, hills, and dirt roads."
B0703.14,The baboons and monkeys are sitting in trees.
B0685.30,"Baboons and monkeys are sitting in trees, eating fruit, meat, and bananas, and resting in the branches."
B0804.56,The animals are sitting or standing on top of trees and hills in the desert.
B0896.22,"The animals in the images are seen walking, sitting, and standing on or near rocks and mud, with some even swimming or jumping in the water."
B0761.5,"The animals, including baboons, kangaroos, koalas, and monkeys, sit in or on trees, often with their mouths open."
B1027.8,"The monkeys and bears are climbing up rocks, cliffs, and mountains, while elephants and lions are standing or climbing alongside them."
B1026.42,Monkeys are sitting on rocks.
B0487.11,"Baboons sit, walk, and occupy various rocky hillside locations."
B1016.6,"Monkeys, lions, penguins, and other animals are standing on top of, in front of, and around rocks and cliffs."
B0515.4,"Baboons are playing, sitting, and standing in the dirt, sand, and hills."
B0881.14,"Animals, including birds and an eagle, sit on rocks and tree trunks in and above the water."
B0012.10,The monkeys and baboons are standing on rocks in the river.
B1041.56,Monkeys are sitting on the edge of a cliff.
B0171.7,"The animals, including an elephant, monkey, and crocodile, are swimming, sitting, and standing in the water near rocks."
B0799.46,The baboons are sitting in and on trees.
B0076.11,"The baboons and monkey are sitting in and on trees, eating and relaxing."
B1000.17,"The bears, monkeys, and humans are all climbing up rocks and cliffs."
B1003.59,"The animals are sitting, standing, and perching on various rocks, cliffs, and in caves."
B0858.15,"Animals, including monkeys, birds, and turtles, sit on and in the water, resting on rocks."
B0839.20,"Animals, including bears, birds, monkeys, and small animals, are sitting on top of rocks, rocks and grass, and plants."
B0657.45,"The monkeys and baboons are sitting in trees, branches, and even on the ground, often in groups, in various locations such as forests, rivers, and deserts."
B1037.23,"The bear stands, climbs, and sits on rocks, while a monkey climbs up the side of a rock, and a bird perches and sits on rocks and in caves."
B1061.3,Monkeys and birds are sitting or standing on cliffs and rocks.
B0642.7,The baboons and monkeys are sitting on branches.
B0233.4,"The animals are walking, flying, and roaming freely in the desert."
