video,summary
RBYKSFFP,"The animals are swimming, playing, and diving in the water, with various species such as otters, dogs, bears, beavers, and ducks exhibiting different swimming styles and behaviors."
LBHJMNJC,Birds and waterfowl of various species swim together in the water.
ZVMDBTLI,The grasshopper and frog are sitting and hiding in the grass.
OUHBCXGD,"The animals are moving around the fields, with horses grazing, running, and standing, while birds are flying overhead, and an elephant and ostrich are walking and standing in the fields."
UHGLCHSA,The birds are sitting on top of branches and sticks.
KOQQGVEI,"Birds stand in or near water, often near reeds and grass."
JBWTJLWC,"The lizards sit, lie, and inhabit the ground amidst the leaves and dirt in the dark, forest, and rainforest environments."
BEXHLPTK,The brown birds are sitting on branches.
DOAIQDFS,The snakes are sitting on branches.
CTHPVFGA,"The wildebeest are running and walking across the grassy fields, while the elephants are walking through the grass and woods."
PCTYIPTK,"The birds sit, perch, and fly on various branches."
FYUCXJVY,"Goldfinches feed, sit, and fly through fields of flowers."
ILIHWZTV,"Animals are standing, walking, running, and eating in various fields and near bodies of water."
IHNNLJBD,The small bird is sitting in or on the tall grass.
RCIBPVCV,"The frogs are sitting on various objects, including stems, plants, blades of grass, and branches."
OJSGOKOU,"Birds and grasshoppers are sitting, laying, and sitting on top of nests in the grass."
UQVTFMME,"The birds, including a crane and an ostrich, are standing and walking in fields and grasslands."
ERFVVZIE,Birds of various colors and sizes are standing and sitting in the snow.
CMRSPDAL,"The birds, including herons, ducks, and geese, are standing in the snow near the water."
MTHQQMYV,"Snakes sit on branches in the jungle, forest, and woods."
NGQWWOIP,"Bees and a butterfly sit, hover, fly, and collect nectar from pink flowers in fields and grass."
POHECZLK,"Small birds stand, walk, and stand in the mud, water, and grass."
QRWEERFO,"The centipedes and beetles are crawling on the ground, wood, and other surfaces."
CFDPJAHW,"Flies sit, fly, and land on various surfaces, including windows, white surfaces, and plastic."
SFFZDAHW,The flies sit on top of the fruit.
VYLTKTKX,"The birds, including bullfinches, sit on branches, eat berries, and stand on branches in the snow."
VTHRDPIK,Fish swim on the coral reef and in the ocean.
JXWWAIQR,"Animals, including dogs, bears, devils, foxes, and others, are walking, standing, and eating on the ground in various locations, such as woods, dirt roads, and near trees and snakes."
HOUODEUV,"The snake is sitting and posing, with its mouth open, on top of a tree branch."
ELSWSKTR,"The snakes are sitting, curled up, and lying on the ground in the grass."
KBYYSPIF,"Polar bears, walruses, and other animals are playing, walking, standing, and sitting together on the beach, while also interacting with each other and their surroundings."
YDMQQBQT,The ants are crawling on the leaf.
GHRKXHSA,"The animals in the field wander around the dead trees, exploring and playing in the empty space."
WZCITUQK,The birds and cranes are standing or walking in the water.
UTDANHVR,The green snake is hanging and sitting on a tree branch at night.
MQOUNHAQ,"The birds, including chickens and baby birds, stand in various locations such as hay, straw, grass, and fields."
JQXVYFAG,The bugs sit on top of rocks.
DZNECAMC,"The animals, including lions, bears, and a bird, are hiding, standing, walking, and gathering in the woods."
NBGWHXER,"The spider moves from the dark room to the piece of paper, then to the box, and eventually to the refrigerator."
KLWJRXMC,"The woodpeckers are pecking, standing, sitting, and peeking out from behind trees in the snow."
TJXSVVYU,"Cheetahs and leopards are seen on the ground, eating dead animals in the dark, and resting near trees."
NCREZXGD,"The dogs and horses are bitten or scratched, resulting in blood stains and small red objects on their backs and legs."
QQHYDKEW,"The ducks, pelicans, geese, and penguins are all standing in or playing in the water."
NTJYTZJZ,"The crows and black birds sit, stand, and fly on and over branches in various weather conditions."
KOOEBMRN,The birds are sitting and standing in the grass near the pond.
TWBNIIVA,The slugs and worms are seen moving and resting on various leaves.
WKGDSELW,"The birds, frogs, spiders, dragonflies, and insects are all sitting, swimming, or perching in or near the water."
HDEOCXGD,The black horse is grazing.
GTSERPTK,The brown birds are sitting and standing on top of a tree stump.
CUVRJPKK,"The birds, including stilts, stand, stand in shallow water, and feed in the water."
VQEHMHVR,"The snake, a rattlesnake, eats a mouse in the desert."
EYXPBBGU,Bees and other insects are seen sitting on or landing on purple flowers in a field.
ISYGETHG,The hippopotamus and capybara are seen roaming in the woods and wild.
ZXYXTTFT,The flamingos are drinking water from a bowl.
SWTAOEUL,Snakes are effective at targeting their prey up to 20 meters.
MIRRXKOU,"The birds sit, perch, and rest in the grass, often in pairs or in nests, occasionally with their mouths open."
AUIKHGCS,The giraffes are standing or walking next to each other.
AHAEZVYU,"Wild animals, including leopards, cheetahs, lions, and giraffes, are walking, standing, sitting, and playing in the dirt near fences, including barbed wire fences."
OXFYVRLL,"The mice and rats in the aquariums are eating various foods, including pieces of food, worms, bread, and even fish, while exploring their environments with rocks, sand, and gravel."
RZXXANQN,"The birds are sitting on branches, with some opening their mouths."
VAWXEVKA,"The birds are sitting, standing, and perching in various locations, including nests, grass, and piles of dirt."
WUXBXFXO,The birds sit on top of branches.
SLHKQHFB,"The animals, including peregrine falcons, pheasants, woodpeckers, squirrels, foxes, and grouse, are walking, standing, sitting, and perching in the woods and forest."
SIKJSBQT,"Ants crawl, sit, and roam on various surfaces including plants, stems, sticks, and branches."
MEPCXKOU,"Animals, including birds, hedgehogs, cats, and leopards, are hiding, sitting, and nesting in the grass and fields."
XXRTEXER,The spider is hanging or sitting on a tree branch.
YSUIBHGA,"The birds stand together in the desert, often facing each other or looking up, and sometimes with signs or words about the protection they get from trees."
AQBFYLHH,"The frog is swimming in the water and walking on the grass, while the snail is swimming in the pool."
SGWVBTKX,"The birds are sitting on branches, with some having their wings spread out, and one sitting on a branch with red berries."
HXIQZKRV,"The birds are flying, perching, sitting, and taking off from tree branches, as well as standing on top of trees, sticks, and posts."
DJSQZXDO,"Zebras, elephants, and a tiger are running, walking, fighting, and standing through the woods, while a horse runs through the woods alongside a zebra."
TAYBXVMP,"The birds, including black and white birds, black-winged stilts, and black-necked stilts, are standing in shallow water."
UBUXLLHH,"The frogs are sitting, standing, and resting on various surfaces, including rocks, moss, logs, and the ground."
EDZRKGHA,The birds are sitting on branches with flowers.
FWRKOVKA,The birds and small animals are walking through the grass.
UJZGNUPH,Fish swim in the water near rocks.
IBPTKFKM,"The meerkats stand on various elevated surfaces, including sticks and tree branches."
ICMYHFFP,The spider sits on its web in various locations.
OKSYAVTI,"The ducks and other animals are swimming, splashing, and playing in the water."
QVXHNNQN,"Robins are perched, sitting, and standing on branches, with some having their mouths or beaks open."
RPCIKBBY,"Insects such as bees, wasps, ants, and spiders crawl, fly, walk, and sit on the ground, while a snake slithers and a bird perches in the dark."
BTJSNUFF,"The birds are seen sitting, standing, walking, and fighting on the ground, with some spreading their wings."
AIBLWPKK,"The birds are standing, feeding, and standing next to each other in the water and on the shore."
WTJQVJIR,The birds are sitting and standing in the grass and on the ground near plants.
UEYKEHSA,"The birds are sitting on branches, some with their wings spread out, and one taking off from a branch."
IIUICHAQ,The baby birds are sitting.
ACSJZTFT,The three flamingos are drinking water from a bowl or bucket in an enclosure.
MJIQKGFR,"The insect sits, crawls, and lays eggs on the ground."
IKIYDGQD,The snake opens its mouth.
JUWHCMVW,"The small brown birds sit or stand on various surfaces, including branches, logs, wood, tree stumps, trunks, and sticks."
HBDPBMRN,"The ducks and birds are standing in the water, standing on the shore, wading in the water, and standing next to each other."
EPHSRHSA,The birds are sitting on top of various branches and sticks.
RCTZWIOQ,"The birds are flying, standing, or wading in various bodies of water, including ponds, marshes, and swamps, both individually and in flocks."
BCHTNXQD,"Crabs are crawling, sitting, and walking on the sand in the ocean and in the dark."
DBMJTZQJ,"The otters, capybara, beaver, and elephant are swimming, eating fish, and foraging in the water, often near trees."
UVUCAUXS,The black snakes and cobra are standing and lying in the grass.
OBTQOHCQ,The crickets and grasshoppers were seen moving around on the ground.
VFVRWNPL,Birds are sitting on top of their nests with their babies.
AGUSZKOU,The birds are sitting on branches.
TEOKFPLS,The birds stand in the water.
XFRTPPIF,"The polar bears, walruses, and other animals are playing, walking, sitting, standing, and eating on the beach, while also interacting with each other and their surroundings."
FBRFVPTK,"The brown and white birds and small brown birds are sitting on branches, perched, and sitting with their mouths and beaks open."
UQBGXAMC,"The lions are walking, standing, and standing near trees, while the deer are standing in the fields and bush."
HQZXYWWK,The orange crab and spider scuttle and crawl on the ocean floor.
FXWOXXYT,The black bird is sitting and standing in the snow.
IFWCOBQT,"The ants are sitting on branches, some on top and others on the main branch, in the rain."
OJHGNFGA,"Dolphins swim, swim together, and swim under the surface of the ocean, often surrounded by fish."
SQZHENCR,"The birds are swimming, diving, and opening their mouths to feed in the water."
YYAOKVEI,"Two birds stand in shallow water, with some birds standing near each other."
SCKAAUPH,The fish are swimming and opening their mouths in various grassy environments.
